artist_name	nb_artworks	artist_url	date_of_birth	date_of_death	desc	movements	mediums
Pierre Bonnard	69	https://artsandculture.google.com/entity/pierre-bonnard/m01_lss?categoryId=artist	1867-10-3	1947-01-23	Pierre Bonnard was a French painter, illustrator, and printmaker, known especially for the stylized decorative qualities of his paintings and his bold use of color. He was a founding member of the Post-Impressionist group of avant-garde painters Les Nabis, and his early work was strongly influenced by the work of Paul Gauguin, and the prints of Hokusai and other Japanese artists. He was a leading figure in the transition from impressionism to modernism. He painted landscapes, urban scenes, portraits and intimate domestic scenes, where the backgrounds, colors and painting style usually took precedence over the subject.	['Modern art', 'Post-Impressionism', 'Les Nabis', 'Modernism']	['Oil paint', 'Etching', 'Pencil', 'Coal', 'Lead', 'Laid paper']
George Stubbs	200	https://artsandculture.google.com/entity/george-stubbs/m01hbvq?categoryId=artist	1724-08-25	1806-07-10	George Stubbs ARA was an English painter, best known for his paintings of horses. Self-trained, Stubbs learnt his skills independently from other great artists of the eighteenth century such as Reynolds or Gainsborough. Stubbs' output includes history paintings, but his greatest skill was in painting animals, perhaps influenced by his love and study of anatomy. His series of painting on the theme of a lion attacking a horse are early and significant examples of the Romantic movement that emerged in the late 18th century. His painting, Whistlejacket, hangs in the National Gallery, London.	['Naturalism', 'Romanticism', 'Academic art', 'Realism', 'Neoclassicism']	['Graphite', 'Oil paint', 'Chalk', 'Pigment', 'Sanguine', 'Ink']
Jacob Jordaens	93	https://artsandculture.google.com/entity/jacob-jordaens/m01bbhf?categoryId=artist	1593-05-19	1678-10-18	"Jacob Jordaens was a Flemish painter, draughtsman and tapestry designer known for his history paintings, genre scenes and portraits. After Peter Paul Rubens and Anthony van Dyck, he was the leading Flemish Baroque painter of his day. Unlike those contemporaries he never travelled abroad to study Italian painting, and his career is marked by an indifference to their intellectual and courtly aspirations. In fact, except for a few short trips to locations elsewhere in the Low Countries, he remained in Antwerp his entire life. As well as being a successful painter, he was a prominent designer of tapestries.
Like Rubens, Jordaens painted altarpieces, mythological, and allegorical scenes, and after 1640—the year Rubens died—he was the most important painter in Antwerp for large-scale commissions and the status of his patrons increased in general. However, he is best known today for his numerous large genre scenes based on proverbs in the manner of his contemporary Jan Brueghel the Elder, depicting The King Drinks and As the Old Sing, So Pipe the Young."	['Baroque', 'Antwerp school', 'Dutch Golden Age']	['Oil paint', 'Drawing', 'Chalk', 'Pigment', 'Ink', 'Watercolor painting']
Mathew Brady	712	https://artsandculture.google.com/entity/mathew-brady/m028vw5?categoryId=artist	1822-05-18	1896-01-15	"Mathew B. Brady was one of the earliest photographers in American history. Best known for his scenes of the Civil War, he studied under inventor Samuel F. B. Morse, who pioneered the daguerreotype technique in America. Brady opened his own studio in New York in 1844, and photographed Andrew Jackson, John Quincy Adams, and Abraham Lincoln, among other public figures.
When the Civil War started, his use of a mobile studio and darkroom enabled vivid battlefield photographs that brought home the reality of war to the public. Thousands of war scenes were captured, as well as portraits of generals and politicians on both sides of the conflict, though most of these were taken by his assistants, rather than by Brady himself.
After the war, these pictures went out of fashion, and the government did not purchase the master-copies as he had anticipated. Brady's fortunes declined sharply, and he died in debt."	"['Alexander Gardner', ""Timothy H. O'Sullivan"", 'Josiah Johnson Hawes', 'Albert Southworth', 'Alfred Waud', 'Jeremiah Gurney']"	['Photograph', 'Glass', 'Metal', 'Silver', 'Brass', 'Wood']
George Bellows	108	https://artsandculture.google.com/entity/george-bellows/m03pytb?categoryId=artist	August-1882	1925-01-8	"George Wesley Bellows was an American realist painter, known for his bold depictions of urban life in New York City. He became, according to the Columbus Museum of Art, ""the most acclaimed American artist of his generation""."	['Modern art', 'American Realism', 'Ashcan School', 'Realism', 'American Impressionism', 'Impressionism']	['Oil paint', 'Graphite', 'Ink', 'Pencil', 'Crayon', 'Watercolor painting']
Shinsui Itō	34	https://artsandculture.google.com/entity/shinsui-it%C5%8D/m07f4lv?categoryId=artist	1898-02-4	1972-05-8	Shinsui Itō was the pseudonym of a Nihonga painter and ukiyo-e woodblock print artist in Taishō- and Shōwa-period Japan. He was one of the great names of the shin-hanga art movement, which revitalized the traditional art after it began to decline with the advent of photography in the early 20th century. His real name was Itō Hajime.	['Shin-hanga', 'Nihonga']	['Ink', 'Book']
Uemura Shōen	35	https://artsandculture.google.com/entity/uemura-sh%C5%8Den/m0c3skh?categoryId=artist	1875-04-23	1949-08-27	Uemura Shōen was the pseudonym of an important artist in Meiji, Taishō and early Shōwa period Japanese painting. Her real name was Uemura Tsune. Shōen was known primarily for her bijin-ga paintings of beautiful women in the nihonga style, although she produced numerous works on historical themes and traditional subjects. Shōen is considered a major innovator in the bijin-ga genre despite the fact she often still used it to depict the traditional beauty standards of women. Bijin-ga gained criticism during the Taisho era while Shōen worked due to its lack of evolution to reflect the more modern statuses of women in Japan. During bijin-ga's conception in the Tokugawa, or Edo, period, women were regarded as lower class citizens and the genre often reflected this implication onto its female subjects. Within the Taisho era, women had made several advancements into the Japanese workforce, and artistry specifically was becoming more popular outside of pass times for the elite, which opened way for Shōen's success.	['Nihonga']	['Silk', 'Textile', 'Ink', 'Pigment']
Martin Schongauer	235	https://artsandculture.google.com/entity/martin-schongauer/m03lr35?categoryId=artist	1448	1491-02-2	"Martin Schongauer, also known as Martin Schön or Hübsch Martin by his contemporaries, was an Alsatian engraver and painter. He was the most important printmaker north of the Alps before Albrecht Dürer, a younger artist who collected his work. Schongauer is the first German painter to be a significant engraver, although he seems to have had the family background and training in goldsmithing which was usual for early engravers.
The bulk of Schongauer's surviving production is 116 engravings, all with his monogram but none dated, which were well known not only in Germany, but also in Italy and even made their way to England and Spain. Vasari says that Michelangelo copied one of his engravings, in the Trial of Saint Anthony. His style shows no trace of Italian influence, but a very clear and organised Gothic, which draws from both German and Early Netherlandish painting.
Recent scholarship, building on the work of Max Lehrs, attributes 116 engravings to him, with many also being copied by other artists, as was common in the period."	['Renaissance', 'Northern Renaissance', 'German Renaissance', 'Gothic art']	['Engraving', 'Laid paper', 'Drawing', 'Ink', 'Pen', 'Oil paint']
Thomas Rowlandson	1770	https://artsandculture.google.com/entity/thomas-rowlandson/m01pnj8?categoryId=artist	1756-07-14	1827-04-22	Thomas Rowlandson was an English artist and caricaturist of the Georgian Era, noted for his political satire and social observation. A prolific artist and printmaker, Rowlandson produced both individual social and political satires, as well as large number of illustrations for novels, humorous books, and topographical works. Like other caricaturists of his age such as James Gillray, his caricatures are often robust or bawdy. Rowlandson also produced highly explicit erotica for a private clientele; this was never published publicly at the time and is now only found in a small number of collections. His caricatures included those of people in power such as the Duchess of Devonshire, William Pitt the Younger and Napoleon Bonaparte.	['Rococo', 'Neoclassicism', 'Renaissance', 'Romanticism']	['Etching', 'Ink', 'Pen', 'Watercolor painting', 'Graphite', 'Laid paper']
Clyfford Still	171	https://artsandculture.google.com/entity/clyfford-still/m016zwd?categoryId=artist	1904-11-30	1980-06-23	Clyfford Still was an American painter, and one of the leading figures in the first generation of Abstract Expressionists, who developed a new, powerful approach to painting in the years immediately following World War II. Still has been credited with laying the groundwork for the movement, as his shift from representational to abstract painting occurred between 1938 and 1942, earlier than his colleagues like Jackson Pollock and Mark Rothko, who continued to paint in figurative-surrealist styles well into the 1940s.	['Modern art', 'Abstract expressionism', 'Color field', 'Surrealism', 'Contemporary art', 'Expressionism']	['Oil paint', 'Drawing', 'Crayon', 'Watercolor painting', 'Sculpture', 'Wood']
Joseph Wright of Derby	121	https://artsandculture.google.com/entity/joseph-wright-of-derby/m022j5y?categoryId=artist	1734-09-3	1797-08-29	"Joseph Wright ARA, styled Joseph Wright of Derby, was an English landscape and portrait painter. He has been acclaimed as ""the first professional painter to express the spirit of the Industrial Revolution"".
Wright is notable for his use of tenebrism effect, which emphasizes the contrast of light and dark, and for his paintings of candle-lit subjects. His paintings of the birth of science out of alchemy, often based on the meetings of the Lunar Society of Birmingham, a group of scientists and industrialists living in the English Midlands, are a significant record of the struggle of science against religious values in the period known as the Age of Enlightenment.
Many of Wright's paintings and drawings are owned by Derby City Council, and are on display at the Derby Museum and Art Gallery."	['Romanticism', 'Neoclassicism', 'Renaissance', 'Rococo']	['Oil paint', 'Drawing', 'Graphite', 'Ink', 'Pen', 'Laid paper']
John Singleton Copley	31	https://artsandculture.google.com/entity/john-singleton-copley/m01jl09?categoryId=artist	1738-07-3	1815-09-9	John Singleton Copley RA was an Anglo-American painter, active in both colonial America and England. He was probably born in Boston, Massachusetts, to Richard and Mary Singleton Copley, both Anglo-Irish. After becoming well-established as a portrait painter of the wealthy in colonial New England, he moved to London in 1774, never returning to America. In London, he met considerable success as a portraitist for the next two decades, and also painted a number of large history paintings, which were innovative in their readiness to depict modern subjects and modern dress. His later years were less successful, and he died heavily in debt.	['Realism', 'Neoclassicism']	['Oil paint', 'Chalk', 'Pigment', 'Drawing', 'Sanguine', 'Varnish']
Amrita Sher-Gil	76	https://artsandculture.google.com/entity/amrita-sher-gil/m09sphm?categoryId=artist	1913-01-30	1941-12-5	"Amrita Sher-Gil was a Hungarian-Indian painter. She has been called ""one of the greatest avant-garde women artists of the early 20th century"" and a ""pioneer"" in modern Indian art. Drawn to painting from an early age, Sher-Gil started getting formal lessons in the art, at the age of eight. She first gained recognition at the age of 19, for her oil painting titled Young Girls.
Sher-Gil traveled throughout her life to various countries including Turkey, France, and India, deriving heavily from precolonial Indian art styles and its current culture. Sher-Gil is considered an important painter of 20th-century India, whose legacy stands on a level with that of the pioneers from the Bengal Renaissance. She was also an avid reader and a pianist. Sher-Gil's paintings are among the most expensive by Indian women painters today, although few acknowledged her work when she was alive."	['Modern art']	['Oil paint', 'Photograph', 'Watercolor painting', 'Pencil']
Félix Vallotton	31	https://artsandculture.google.com/entity/f%C3%A9lix-vallotton/m02681jc?categoryId=artist	1865-12-28	1925-12-29	"Félix Edouard Vallotton was a Swiss and French painter and printmaker associated with the group of artists known as Les Nabis. He was an important figure in the development of the modern woodcut. He painted portraits, landscapes, nudes, still lifes, and other subjects in an unemotional, realistic style.
His earliest paintings were influenced by Holbein and Ingres. He developed a simpler style during his association with Les Nabis during the 1890s, and produced woodcuts which brought him international recognition. Characterized by broad masses of black and white with minimal detail, they include street scenes, bathers, portraits, and a series of ten interiors titled Intimités that portray charged domestic encounters between men and women. He produced few prints after 1901, and concentrated instead on painting. His later paintings include highly finished portraits and nudes, and landscapes painted from memory.
He was also active as a writer. He published art criticism during the 1890s, and his novel La Vie meurtrière was published posthumously."	['Les Nabis', 'Modern art', 'Post-Impressionism']	['Oil paint', 'Cardboard', 'Photograph', 'Tempera', 'Wood', 'Adhesive']
Yue Minjun	127	https://artsandculture.google.com/entity/yue-minjun/m026s57r?categoryId=artist	Born-1962		"Yue Minjun is a contemporary Chinese artist based in Beijing, China. He is best known for oil paintings depicting himself in various settings, frozen in laughter. He has also reproduced this signature image in sculpture, watercolour and prints. While Yue is often classified as part of the Chinese Cynical Realist art movement developed in 1989, Yue rejects this label, but also ""doesn't concern himself about what people call him."""	['Contemporary art']	['Bronze', 'Metal', 'Oil paint']
Ford Madox Brown	24	https://artsandculture.google.com/entity/ford-madox-brown/m031ch?categoryId=artist	1821-04-16	1893-10-6	Ford Madox Brown was a British painter of moral and historical subjects, notable for his distinctively graphic and often Hogarthian version of the Pre-Raphaelite style. Arguably, his most notable painting was Work. Brown spent the latter years of his life painting the twelve works known as The Manchester Murals, depicting Mancunian history, for Manchester Town Hall.	['Realism', 'Pre-Raphaelite Brotherhood', 'Romanticism', 'Arts and Crafts movement', 'Academic art']	['Oil paint', 'Watercolor painting', 'Drawing', 'Wood', 'Chalk', 'Pigment']
Fra Angelico	25	https://artsandculture.google.com/entity/fra-angelico/m031b2?categoryId=artist	1395	1455-02-18	"Fra Angelico was an Italian painter of the Early Renaissance, described by Vasari in his Lives of the Artists as having ""a rare and perfect talent"". He earned his reputation primarily for the series of frescoes he made for his own friary, San Marco, in Florence.
He was known to contemporaries as Fra Giovanni da Fiesole and Fra Giovanni Angelico. In modern Italian he is called Beato Angelico; the common English name Fra Angelico means the ""Angelic friar"".
In 1982, Pope John Paul II proclaimed his beatification in recognition of the holiness of his life, thereby making the title of ""Blessed"" official. Fiesole is sometimes misinterpreted as being part of his formal name, but it was merely the name of the town where he took his vows as a Dominican friar, and was used by contemporaries to separate him from others who were also known as Fra Giovanni. He is listed in the Roman Martyrology as Beatus Ioannes Faesulanus, cognomento Angelicus—""Blessed Giovanni of Fiesole, surnamed 'the Angelic' ""."	['Renaissance', 'Italian Renaissance', 'Florentine painting', 'Gothic art', 'Sienese School']	['Tempera', 'Gold', 'Metal', 'Wood', 'Gold leaf', 'Drawing']
Pietro da Cortona	86	https://artsandculture.google.com/entity/pietro-da-cortona/m02fvkd?categoryId=artist	1596-11-1	1669-05-16	"Pietro da Cortona was an Italian Baroque painter and architect. Along with his contemporaries and rivals Gian Lorenzo Bernini and Francesco Borromini, he was one of the key figures in the emergence of Roman Baroque architecture. He was also an important designer of interior decorations.
He was born Pietro Berrettini, but is primarily known by the name of his native town of Cortona in Tuscany. He worked mainly in Rome and Florence. He is best known for his frescoed ceilings such as the vault of the salone or main salon of the Palazzo Barberini in Rome and carried out extensive painting and decorative schemes for the Medici family in Florence and for the Oratorian fathers at the church of Santa Maria in Vallicella in Rome. He also painted numerous canvases. Only a limited number of his architectural projects were built but nonetheless they are as distinctive and as inventive as those of his rivals."	['Baroque']	['Drawing', 'Ink', 'Pen', 'Chalk', 'Pigment', 'Oil paint']
Salvador Dalí	28	https://artsandculture.google.com/entity/salvador-dal%C3%AD/m09_xn?categoryId=artist	1904-05-11	1989-01-23	"Salvador Domingo Felipe Jacinto Dalí i Domènech, 1st Marquess of Dalí of Púbol gcYC was a Spanish surrealist artist renowned for his technical skill, precise draftsmanship, and the striking and bizarre images in his work.
Born in Figueres, Catalonia, Spain, Dalí received his formal education in fine arts in Madrid. Influenced by Impressionism and the Renaissance masters from a young age, he became increasingly attracted to Cubism and avant-garde movements. He moved closer to Surrealism in the late 1920s and joined the Surrealist group in 1929, soon becoming one of its leading exponents. His best-known work, The Persistence of Memory, was completed in August 1931, and is one of the most famous Surrealist paintings. Dalí lived in France throughout the Spanish Civil War before leaving for the United States in 1940 where he achieved commercial success. He returned to Spain in 1948 where he announced his return to the Catholic faith and developed his ""nuclear mysticism"" style, based on his interest in classicism, mysticism, and recent scientific developments."	['Surrealism', 'Modern art', 'Contemporary art', 'Symbolism']	['Etching', 'Metal', 'Watercolor painting', 'Glass', 'Bronze', 'Rock']
William Merritt Chase	204	https://artsandculture.google.com/entity/william-merritt-chase/m04z4d4?categoryId=artist	1849-11-1	1916-10-25	William Merritt Chase was an American painter, known as an exponent of Impressionism and as a teacher. He is also responsible for establishing the Chase School, which later would become Parsons School of Design.	['American Impressionism', 'Impressionism', 'Modern art', 'Realism', 'Aestheticism', 'American Realism']	['Oil paint', 'Silver', 'Metal', 'Wood', 'Etching', 'Ink']
Jan Steen	49	https://artsandculture.google.com/entity/jan-steen/m01h34g?categoryId=artist	1626	1679-02-3	Jan Havickszoon Steen was a Dutch Golden Age painter, one of the leading genre painters of the 17th century. His works are known for their psychological insight, sense of humour and abundance of colour.	['Baroque', 'Dutch Golden Age']	['Oil paint', 'Wood', 'Oak']
Mi Fu	4	https://artsandculture.google.com/entity/mi-fu/m087tg9?categoryId=artist	1051	1107	"Mi Fu was a Chinese painter, poet and calligrapher of Sogdian origin, who was born in Taiyuan during the Song dynasty. He became known for his style of painting misty landscapes. This style would be deemed the ""Mi Fu"" style and involved the use of large wet dots of ink applied with a flat brush. His poetry was influenced by Li Bai and his calligraphy by Wang Xizhi.
Mi Fu is regarded as one of the four greatest calligraphers of the Song dynasty. His style is derived from calligraphers in earlier dynasties, although he developed unique traits of his own.
As a personality, Mi Fu was noted as an eccentric. At times, they even deemed him ""Madman Mi"" because he was obsessed with collecting stones. He was also known as a heavy drinker. His son, Mi Youren, also became a well known painter following in his father's artistic style."	['Zhao Mengfu', 'Wen Zhengming', 'Dong Qichang', 'Tang Yin', 'Emperor Huizong of Song', 'Xu Wei']	['Ink', 'Silk', 'Textile']
Jamini Roy	92	https://artsandculture.google.com/entity/jamini-roy/m0bbwgy?categoryId=artist	1887-04-11	1972-04-24	Jamini Roy was an Indian painter. He was honoured with the State award of Padma Bhushan in 1954. He was one of the most famous pupils of Abanindranath Tagore, whose artistic originality and contribution to the emergence of art in India remains unquestionable.	['Modern art', 'Modernism', 'Folk art', 'Post-Impressionism']	['Drawing', 'Tempera', 'Watercolor painting', 'Gouache', 'Oil paint', 'Cardboard']
Jean-Léon Gérôme	48	https://artsandculture.google.com/entity/jean-l%C3%A9on-g%C3%A9r%C3%B4me/m02dbjv?categoryId=artist	1824-05-11	1904-01-10	"Jean-Léon Gérôme was a French painter and sculptor in the style now known as academicism. His paintings were so widely reproduced that he was ""arguably the world's most famous living artist by 1880."" The range of his oeuvre included historical painting, Greek mythology, Orientalism, portraits, and other subjects, bringing the academic painting tradition to an artistic climax. He is considered one of the most important painters from this academic period. He was also a teacher with a long list of students."	['Academic art', 'Neoclassicism']	['Oil paint', 'Drawing', 'Laid paper', 'Graphite', 'Bronze', 'Metal']
Itō Jakuchū	26	https://artsandculture.google.com/entity/it%C5%8D-jakuch%C5%AB/m0g4p75?categoryId=artist	1716-03-1	1800-10-27	"Itō Jakuchū was a Japanese painter of the mid-Edo period when Japan had closed its doors to the outside world. Many of his paintings concern traditionally Japanese subjects, particularly chickens and other birds. Many of his otherwise traditional works display a great degree of experimentation with perspective, and with other very modern stylistic elements.
Compared to Soga Shōhaku and other exemplars of the mid-Edo period eccentric painters, Jakuchū is said to have been very calm, restrained, and professional. He held strong ties to Zen Buddhist ideals, and was considered a lay brother; but he was also keenly aware of his role within a Kyoto society that was becoming increasingly commercial."	['Ogata Kōrin', 'Tawaraya Sōtatsu', 'Maruyama Ōkyo', 'Ogata Kenzan', 'Tani Bunchō', 'Soga Shōhaku']	['Ink', 'Silk', 'Textile', 'Book', 'Watercolor painting', 'Gold']
Lewis Hine	115	https://artsandculture.google.com/entity/lewis-hine/m01hppr?categoryId=artist	1874-09-26	1940-11-3	Lewis Wickes Hine was an American sociologist and photographer. Hine used his camera as a tool for social reform. His photographs were instrumental in changing child labor laws in the United States.	['Social realism', 'Realism']	['Silver', 'Metal', 'Photograph']
Itō Jakuchū	26	https://artsandculture.google.com/entity/it%C5%8D-jakuch%C5%AB/m0g4p75?categoryId=artist	1716-03-1	1800-10-27	"Itō Jakuchū was a Japanese painter of the mid-Edo period when Japan had closed its doors to the outside world. Many of his paintings concern traditionally Japanese subjects, particularly chickens and other birds. Many of his otherwise traditional works display a great degree of experimentation with perspective, and with other very modern stylistic elements.
Compared to Soga Shōhaku and other exemplars of the mid-Edo period eccentric painters, Jakuchū is said to have been very calm, restrained, and professional. He held strong ties to Zen Buddhist ideals, and was considered a lay brother; but he was also keenly aware of his role within a Kyoto society that was becoming increasingly commercial."	['Ogata Kōrin', 'Tawaraya Sōtatsu', 'Maruyama Ōkyo', 'Ogata Kenzan', 'Tani Bunchō', 'Soga Shōhaku']	['Ink', 'Silk', 'Textile', 'Book', 'Watercolor painting', 'Gold']
Lewis Hine	115	https://artsandculture.google.com/entity/lewis-hine/m01hppr?categoryId=artist	1874-09-26	1940-11-3	Lewis Wickes Hine was an American sociologist and photographer. Hine used his camera as a tool for social reform. His photographs were instrumental in changing child labor laws in the United States.	['Social realism', 'Realism']	['Silver', 'Metal', 'Photograph']
Jacob van Ruisdael	117	https://artsandculture.google.com/entity/jacob-van-ruisdael/m03fzd6?categoryId=artist	1628	1682-03-10	"Jacob Isaackszoon van Ruisdael was a Dutch painter, draughtsman, and etcher. He is generally considered the pre-eminent landscape painter of the Dutch Golden Age, a period of great wealth and cultural achievement when Dutch painting became highly popular.
Prolific and versatile, Van Ruisdael depicted a wide variety of landscape subjects. From 1646 he painted Dutch countryside scenes of remarkable quality for a young man. After a trip to Germany in 1650, his landscapes took on a more heroic character. In his late work, conducted when he lived and worked in Amsterdam, he added city panoramas and seascapes to his regular repertoire. In these, the sky often took up two-thirds of the canvas. In total he produced more than 150 Scandinavian views featuring waterfalls.
Van Ruisdael's only registered pupil was Meindert Hobbema, one of several artists who painted figures in his landscapes. Hobbema's work has at times been confused with Van Ruisdael's."	['Baroque', 'Dutch Golden Age']	['Oil paint', 'Etching', 'Drawing', 'Ink', 'Wood', 'Chalk']
Gustave Caillebotte	25	https://artsandculture.google.com/entity/gustave-caillebotte/m019m_t?categoryId=artist	1848-08-19	1894-02-21	Gustave Caillebotte was a French painter who was a member and patron of the Impressionists, although he painted in a more realistic manner than many others in the group. Caillebotte was noted for his early interest in photography as an art form.	['Impressionism', 'Modern art', 'Realism']	['Oil paint', 'Laid paper', 'Drawing', 'Chalk', 'Pigment']
Gerhard Richter	11	https://artsandculture.google.com/entity/gerhard-richter/m03dm5p?categoryId=artist	Born-Feb-9-1932		Gerhard Richter is a German visual artist. Richter has produced abstract as well as photorealistic paintings, and also photographs and glass pieces. He is widely regarded as one of the most important contemporary German artists and several of his works have set record prices at auction.	['Contemporary art', 'Conceptual art', 'Modern art', 'Photorealism', 'Neo-expressionism']	['Oil paint']
Tang Yin	20	https://artsandculture.google.com/entity/tang-yin/m0278w8w?categoryId=artist	1470-03-6	1524-01-7	"Tang Yin, courtesy name Bohu, was a Chinese painter, calligrapher, and poet of the Ming dynasty period whose life story has become a part of popular lore. Even though he was born during the Ming dynasty, many of his paintings, especially those of people, were illustrated with elements from Pre-Tang to Song dynasty art.
Tang Yin is one of the most notable painters in the history of Chinese art. He is one of the ""Four Masters of Ming dynasty”, which also includes Shen Zhou, Wen Zhengming and Qiu Ying. His influence on the art of contemporaries, like Cai Han, is notable. Tang was also a talented poet, and together with his contemporaries Wen Zhengming, Zhu Yunming, and Xu Zhenqing, he was one of the ""Four Literary Masters of the Wuzhong Region"".
Tang's eccentric lifestyle has prompted storytellers to immortalize him as a trickster character in Chinese folklore. In one such story, he falls in love with a slave girl whom he glimpses on the boat of a high official passing through Suzhou. He has himself sold as a slave to the official's household so that he may approach her. With the help of his friends, he eventually succeeds in bringing her home."	['Wen Zhengming', 'Qiu Ying', 'Mi Fu', 'Shen Zhou', 'Xu Wei', 'Chen Hongshou']	['Ink', 'Gold', 'Metal', 'Silk', 'Textile']
Ogata Kenzan	34	https://artsandculture.google.com/entity/ogata-kenzan/m01pzhk?categoryId=artist	1663	1743	Ogata Kenzan, originally Ogata Shinsei, and also known by the pseudonym Shisui, was a Japanese potter and painter.	"['Ogata Kōrin', 'Tawaraya Sōtatsu', 'Sakai Hōitsu', ""Hon'ami Kōetsu"", 'Suzuki Kiitsu', 'Aoki Mokubei']"	['Metal', 'Rock', 'Clay', 'Iron', 'Stoneware', 'Pigment']
Ilya Repin	11	https://artsandculture.google.com/entity/ilya-repin/m030djp?categoryId=artist	1844-08-5	1930-09-29	"Ilya Yefimovich Repin was a Ukrainian-born Russian realist painter. He was one of the most renowned Russian artists of the 19th century, when his position in the world of art was comparable to that of Leo Tolstoy in literature. He played a major role in bringing Russian art into the mainstream of European culture. His major works include Barge Haulers on the Volga, Religious Procession in Kursk Province and Reply of the Zaporozhian Cossacks.
Repin was born in Chuguyev, in Kharkov Governorate, Russian Empire into a family of Russian ""military settlers"". His father traded horses and his grandmother ran an inn. He entered military school to study surveying. Soon after the surveying course was cancelled, his father helped Repin to become an apprentice with Ivan Bunakov, a local icon painter, where he restored old icons and painted portraits of local notables through commissions. In 1863 he went to St. Petersburg Art Academy to study painting but had to enter Ivan Kramskoi preparatory school first. He met fellow artist Ivan Kramskoi and the critic Vladimir Stasov during the 1860s, and his wife, Vera Shevtsova in 1872."	['Realism']	['Oil paint']
Gilbert Stuart	29	https://artsandculture.google.com/entity/gilbert-stuart/m01xwn8?categoryId=artist	1755-12-3	1828-07-9	"Gilbert Charles Stuart was an American painter from Rhode Island Colony who is widely considered one of America's foremost portraitists. His best-known work is an unfinished portrait of George Washington, begun in 1796, which is sometimes referred to as the Athenaeum Portrait. Stuart retained the portrait and used it to paint scores of copies that were commissioned by patrons in America and abroad. The image of George Washington featured in the painting has appeared on the United States one-dollar bill for more than a century and on various postage stamps of the 19th century and early 20th century.
Stuart produced portraits of more than 1,000 people, including the first six Presidents. His work can be found today at art museums throughout the United States and the United Kingdom, most notably the Metropolitan Museum of Art and Frick Collection in New York City, the National Gallery of Art in Washington, D.C., the National Portrait Gallery, London, Worcester Art Museum in Massachusetts, and the Museum of Fine Arts, Boston."	['Neoclassicism', 'Academic art']	['Oil paint', 'Egg', 'Etching', 'Wood', 'Mahogany', 'Engraving']
Lorenzo Lotto	39	https://artsandculture.google.com/entity/lorenzo-lotto/m01wr8s?categoryId=artist	1480	1557	Lorenzo Lotto was an Italian painter, draughtsman, and illustrator, traditionally placed in the Venetian school, though much of his career was spent in other north Italian cities. He painted mainly altarpieces, religious subjects and portraits. He was active during the High Renaissance and the first half of the Mannerist period, but his work maintained a generally similar High Renaissance style throughout his career, although his nervous and eccentric posings and distortions represented a transitional stage to the Florentine and Roman Mannerists.	['Renaissance', 'High Renaissance', 'Italian Renaissance', 'Venetian painting', 'Baroque']	['Oil paint', 'Drawing', 'Chalk', 'Pigment', 'Engraving', 'Watercolor painting']
Emperor Huizong of Song	13	https://artsandculture.google.com/entity/emperor-huizong-of-song/m02wmh9?categoryId=artist	1082-11-2	1135-06-4	Emperor Huizong of Song, personal name Zhao Ji, was the eighth emperor of the Song dynasty of China. He was also a very well-known calligrapher. Born as the 11th son of Emperor Shenzong, he ascended the throne in 1100 upon the death of his elder brother and predecessor, Emperor Zhezong, because Emperor Zhezong's only son died prematurely. He lived in luxury, sophistication and art in the first half of his life. In 1126, when the Jurchen-led Jin dynasty invaded the Song dynasty during the Jin–Song Wars, Emperor Huizong abdicated and passed on his throne to his eldest son, Zhao Huan who assumed the title Emperor Qinzong while Huizong assumed the honorary title of Taishang Huang. The following year, the Song capital, Bianjing, was conquered by Jin forces in an event historically known as the Jingkang Incident. Emperor Huizong, along with Emperor Qinzong and the rest of their family, were taken captive by the Jurchens and brought back to the Jin capital, Huining Prefecture in 1128. The Jurchen ruler, Emperor Taizong of Jin, gave the former Emperor Huizong a title, Duke Hunde, to humiliate him.	['Ma Yuan', 'Zhou Fang', 'Cui Bai', 'Li Gonglin', 'Liu Songnian', 'Yu Feian']	['Silk', 'Textile', 'Ink', 'Tin', 'Metal', 'Pigment']
Karl Friedrich Schinkel	547	https://artsandculture.google.com/entity/karl-friedrich-schinkel/m01snw0?categoryId=artist	1781-03-13	1841-10-9	Karl Friedrich Schinkel was a Prussian architect, city planner, and painter who also designed furniture and stage sets. Schinkel was one of the most prominent architects of Germany and designed both neoclassical and neogothic buildings. His most famous buildings are found in and around Berlin.	['Carl Blechen', 'Johann Gottfried Schadow', 'Leo von Klenze', 'Eduard Gaertner', 'Friedrich August Stüler', 'Christian Daniel Rauch']	['Photograph', 'Drawing', 'Graphite', 'Ink', 'Pen', 'Watercolor painting']
Sidney Nolan	200	https://artsandculture.google.com/entity/sidney-nolan/m021k1s?categoryId=artist	1917-04-22	1992-11-28	Sir Sidney Robert Nolan OM, AC, CBE was one of Australia's leading artists of the 20th century. Working in a wide variety of mediums, his oeuvre is among the most diverse and prolific in all of modern art. He is best known for his series of paintings on legends from Australian history, most famously Ned Kelly, the bushranger and outlaw. Nolan's stylised depiction of Kelly's armour has become an icon of Australian art.	['Surrealism', 'Modern art', 'Naïve art', 'Post-Impressionism', 'Primitivism', 'Contemporary art']	['Watercolor painting', 'Vitreous enamel', 'Crayon', 'Pencil', 'Enamel paint', 'Oil paint']
